"incident_id","underlying_case_type","overlapping_case_type_flags","victim_suicide","homicide_suicide","victim_alcohol_indicator","perpetrator_alcohol_indicator","both_alcohol_indicators"
"INC-0501","Other familial",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0502","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0503","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0504","IPV",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"INC-0505","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0506","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0507","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0508","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0509","Parricide",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"INC-0510","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0512","Parricide",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0513","IPV",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"INC-0514","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0515","IPV",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"INC-0516","Parricide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0517","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0518","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0519","IPV",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"INC-0520","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0521","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0522","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0523","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0524","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0525","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0526","IPV",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"INC-0527","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0528","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0529","IPV",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"INC-0530","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0531","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0532","IPV",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"INC-0533","Parricide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0534","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0535","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0536","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0537","Parricide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0538","IPV",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"INC-0539","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0540","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0541","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0542","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0543","IPV",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"INC-0544","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0545","Other familial",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0546","IPV",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"INC-0547","Other familial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0549","IPV",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"INC-0550","IPV",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"INC-0551","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0552","Parricide",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"INC-0553","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0554","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0555","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0556","Parricide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0557","Other familial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0558","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0559","IPV",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"INC-0560","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0561","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0562","IPV",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"INC-0563","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0564","Other familial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0565","Parricide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0566","Parricide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0567","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0568","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0569","Parricide",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0570","Other familial",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0572","Parricide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0574","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0575","IPV",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"INC-0576","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0578","Parricide",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"INC-0579","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0580","Other familial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0581","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0582","IPV",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"INC-0583","Other/uncategorised",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0584","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0585","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0586","IPV",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"INC-0587","Other familial",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0588","Other familial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0589","Parricide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0590","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0591","Parricide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0592","Parricide",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0593","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0594","Parricide",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"INC-0595","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0596","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0597","IPV",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"INC-0598","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0599","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0600","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0601","IPV",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"INC-0602","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0603","Other familial",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0604","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0605","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0606","Other familial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0607","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0608","IPV",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"INC-0609","IPV",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"INC-0610","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0611","Other familial",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0612","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0613","IPV",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"INC-0614","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0615","Other/uncategorised",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0616","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0617","IPV",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"INC-0618","Parricide",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0619","IPV",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"INC-0620","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0621","IPV",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"INC-0622","IPV",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"INC-0623","IPV",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"INC-0625","Other familial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0626","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0627","Other/uncategorised",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0628","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0629","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0630","IPV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0631","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0632","IPV",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"INC-0633","IPV",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"INC-0634","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0635","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0636","Parricide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0637","Parricide",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0638","IPV",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"INC-0639","Other familial",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0640","IPV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0641","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"INC-0642","IPV",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"INC-0643","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0644","IPV",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0645","Other familial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INC-0646","IPV",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"INC-0647","IPV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
